_id,Source,Source_ID,Location,Artist,Title,Medium,ArtForm,Status,ImageName,ImageURL,ThumbURL,ImageAltText,WARD,WARD_FULLNAME,YEAR_INSTALLED,Description,OwnedBy,CommissionedBy,PublicArtConsultant,ImageOrientation,ExternalLink,ExternalLinkText,geometry
376,Percent for Public Art - Private Developer Program,1100,"12 Kenaston Gardens, Kenaston Gardens Parkette","Reitzenstein, Reinhard",Untitled,Glass,None,Existing,kenastongdns.jpg,https://www.toronto.ca/ext/pln/publicart/kenastongdns.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/kenastongdns.jpg,Image of artwork: Untitled,17,Don Valley North,2002,None,None,The Starwood Group,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.386291, 43.76633]]}"
377,Percent for Public Art - Private Developer Program,1068,"318 Wellington Street West, the SoHo Hotel & Residences","Chihuly, Dale",Untitled (Ceiling),Glass,None,Existing,Chihuly_Ceiling_5.jpg,https://www.toronto.ca/ext/pln/publicart/Chihuly_Ceiling_5.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Chihuly_Ceiling_5.jpg,Image of artwork: Untitled (Ceiling),10,Spadina-Fort York,2003,None,None,The Starwood Group,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.39223, 43.64481]]}"
378,Percent for Public Art - Private Developer Program,11055,"56 Blue Jays Way, Bisha Hotel and Residences","Kaneko, Jun",Untitled (Heads),None,None,Existing,UntitledHeads.jpg,https://www.toronto.ca/ext/pln/publicart/UntitledHeads.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/UntitledHeads.jpg,Image of artwork: Untitled (Heads),10,Spadina-Fort York,2017,"Axial to Mercer Street and framing the entrance of the Bisha Hotel, two large, polychrome, bronze heads - one with facial features defined, one without - welcome guests of the Hotel, while providing figurative animation to the adjacent streetscape.",None,Lifetime 56 Blue Jays Way Incorporated,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.39228318, 43.64536038]]}"
379,Percent for Public Art Commissions Donated to the City,92128,"200 Front Street West, Simcoe Place","Kapoor, Anish",Untitled (Mountain),Aluminum,None,Existing,mountain.jpg,https://www.toronto.ca/ext/pln/publicart/mountain.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/mountain.jpg,Image of artwork: Untitled (Mountain),10,Spadina-Fort York,1995,None,None,Cadillac Faiview,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.386903, 43.644837]]}"
380,Percent for Public Art - Private Developer Program,87100,"1055 Bay Street, The Polo Club 1","Bowers, Robert",Untitled,"Bronze, Marble",None,Existing,Robert_Bowers.jpg,https://www.toronto.ca/ext/pln/publicart/Robert_Bowers.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Robert_Bowers.jpg,Image of artwork: Untitled,13,Toronto Centre,1987,None,None,The Starwood Group,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.387531, 43.666815]]}"
381,Percent for Public Art - Private Developer Program,93101,"38 Avenue Road, The Prince Arthur Condos","Schelle, Susan / Gomes, Mark",Untitled,Granite,None,Existing,Schelle_Gomes.jpg,https://www.toronto.ca/ext/pln/publicart/Schelle_Gomes.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Schelle_Gomes.jpg,Image of artwork: Untitled,11,University-Rosedale,1993,None,None,The Starwood Group,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.395108, 43.670218]]}"
382,Percent for Public Art - Private Developer Program,9033,"300 Front Street West, Ripley's Aquarium of Canada","Awad, Micheal / Rokeby, David",Untitled (Ripley's Aquarium),None,None,Existing,Schooling_Image.jpg,https://www.toronto.ca/ext/pln/publicart/Schooling_Image.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Schooling_Image.jpg,Image of artwork: Untitled (Ripley's Aquarium),10,Spadina-Fort York,2013,None,None,Ripley's Aquarium of Canada,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.386629, 43.642112]]}"
383,Percent for Public Art - Private Developer Program,4015,"180 Queen Street West, Federal Court House","Tod, Joanne",Untitled (Scales),None,None,Existing,Tod_Untitled_Federal_Court_House.jpg,https://www.toronto.ca/ext/pln/publicart/Tod_Untitled_Federal_Court_House.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Tod_Untitled_Federal_Court_House.jpg,Image of artwork: Untitled (Scales),10,Spadina-Fort York,2006,None,None,GWL Realty Advisors,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.387764, 43.65074]]}"
384,Percent for Public Art - Private Developer Program,99101,"10 Old Mill Trail, The Kensington on Old Mill",Leo M. van der Ham,Untitled (The Kensington on Old Mill),Metal,None,Existing,LeoVanDerHam.jpg,https://www.toronto.ca/ext/pln/publicart/LeoVanDerHam.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/LeoVanDerHam.jpg,Image of artwork: Untitled (The Kensington on Old Mill),3,Etobicoke-Lakeshore,1999,None,None,Monarch Development Corporation,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.495917, 43.65017]]}"
385,Percent for Public Art - Private Developer Program,5110,"60 Byng Avenue, The Monet","Kipps, Paul / Whiten, Colette",Untitled (The Monet - Bridge),None,None,Existing,UntitledTheMonetBridge.jpg,https://www.toronto.ca/ext/pln/publicart/UntitledTheMonetBridge.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/UntitledTheMonetBridge.jpg,Image of artwork: Untitled (The Monet - Bridge),18,Willowdale,2005,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.412753, 43.77735]]}"
386,Percent for Public Art - Private Developer Program,5110,"60 Byng Avenue, The Monet","Kipps, Paul / Whiten, Colette",Untitled (The Monet - Swirl),None,None,Existing,Swirl.jpg,https://www.toronto.ca/ext/pln/publicart/Swirl.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Swirl.jpg,Image of artwork: Untitled (The Monet - Swirl),18,Willowdale,2005,None,None,Great Lands Corporation,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.41275459, 43.77736468]]}"
387,Percent for Public Art - Private Developer Program,98069,"75 Queen's Wharf Road, CityPlace","Poussin, Pierre",Variegation Courtyard,None,None,Existing,VariegationCourtyard.jpg,https://www.toronto.ca/ext/pln/publicart/VariegationCourtyard.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/VariegationCourtyard.jpg,Image of artwork: Variegation Courtyard,10,Spadina-Fort York,2014,None,None,Concord Adex Development Corporation ,None,landscape,https://player.vimeo.com/video/173727446,External video,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.39865695, 43.63835992]]}"
388,Percent for Public Art - Private Developer Program,98069,"5 Mariner Terrace, CityPlace, Harbour View Estates","GÃ¶llner, Adrian",View Screens,None,None,Existing,Gollner_View_Screens1.jpg,https://www.toronto.ca/ext/pln/publicart/Gollner_View_Screens1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Gollner_View_Screens1.jpg,Photo of sculptural installation made of metal in silver colour showing the word view transcribed into Morse code. Located on the exterior of the building at ground level in front of the condominiums windows. ,10,Spadina-Fort York,2006,"The View Screens were created to partially obscure the entranceways to garages along Spadina Avenue. Since the residential towers for which they were created are called Harbour View and the screens both enhance and obscure a view, the word VIEW is transcribed into Morse code and repeated to create the pattern.",None,Concord Adex Development Corp.,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.392463, 43.640149]]}"
389,Percent for Public Art - Private Developer Program,98069,"10 Capreol Court, CityPlace, Parade 1 Condominium","GÃ¶llner, Adrian",Warm By Night,Coloured Light,None,Existing,WarmByNight.jpg,https://www.toronto.ca/ext/pln/publicart/WarmByNight.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/WarmByNight.jpg,Image of artwork: Warm By Night,10,Spadina-Fort York,2005,None,None,Concord Adex Developments Corp.,None,portrait,https://player.vimeo.com/video/173727446,External video,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.396014, 43.640268]]}"
390,Percent for Public Art - Private Developer Program,7044,612 Fleet Street,"Marman, Jennifer / Borins, Daniel",Wave Side,Stainless Steel,None,Existing,waveside.jpg,https://www.toronto.ca/ext/pln/publicart/waveside.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/waveside.jpg,Image of artwork: Wave Side,10,Spadina-Fort York,2011,None,None,Plaza Corporation,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.401763, 43.636299]]}"
391,Percent for Public Art - Private Developer Program,14002,"18 Lower Jarvis Street, Market Wharf","Raff Studio, Paul",Wavelengths,Fiberglass panels on steelframe structure,None,Existing,WaveLength.jpg,https://www.toronto.ca/ext/pln/publicart/WaveLength.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/WaveLength.jpg,Image of artwork: Wavelengths,10,Spadina-Fort York,2014,"The sculpture Wavelengths captures Lake Ontario's dynamic surface and gives a public passage visual interest. Wavelengths is suspended overhead in a vehicular and pedestrian passage that runs within Market Wharf from Market Street to Jarvis Street, south of historic St. Lawrence Market.  Until about ninety years ago, Lake Ontario rolled over the site of Market Wharf. At approximately the level of the ceiling of the new public passageway, the lake's surface glittered and heaved for many millennia, fascinating with its universally appealing beauty.  Imagine seeing the lake's surface frozen in static, sculptural form. Imagine walking underneath and experiencing it. Wavelengths provides this experience.  The artwork consists of one hundred and six 6' x 10' custom fire-retardant fiberglass panels on a steel frame structure, forming the ceiling of the passageway. The artwork's panels create five variations in wave patterns, which tessellate to meet at the edges. With the dynamic luminosity and form of the lake's surface, this iconic connection links the present to the past. Wavelengths transcends the mundane to a rapture of light, colour, and vitality to the passageway.",None,Context Development,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.370882, 43.647504]]}"
392,Percent for Public Art - Private Developer Program,13008,"1830 Bloor St West, High Park Residences",Public Studio,We Are All Animals,None,None,Existing,WeAreAllAnimals.jpg,https://www.toronto.ca/ext/pln/publicart/WeAreAllAnimals.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/WeAreAllAnimals.jpg,Image of artwork: We Are All Animals,4,Parkdale-High Park,2015,None,None,The Daniels Corporation ,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.462993, 43.654242]]}"
393,Percent for Public Art - Private Developer Program,7038,"25 Broadway Avenue, The Republic Condos","Sandler, Ilan",What's Your Name,Stainless Steel,None,Existing,WhatsYourName.jpg,https://www.toronto.ca/ext/pln/publicart/WhatsYourName.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/WhatsYourName.jpg,Image of artwork: What's Your Name,12,Toronto-St. Paul's,2011,"What's Your Name? identifies NTCI students past and present by reproducing their proper names and handwritten signatures on the sculpture's stainless steel surface. ""What's Your Name?"" is often the first question we ask someone, and by answering we announce ourselves to each other and to the world. During adolescence our relationship to proper names tends to change; a name is no longer something given but something made, crafted and personalized through the deliberate art of the signature. Schools, and particularly high schools, are where the proper name and the signature intersect. Paper and print, which are the core tools of education, become dynamic sculptural forms on which an imprint of students' public and private identities is inscribed.",None,"Tridel, The Toronto District Schoolboard",None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.396312, 43.708625]]}"
394,Percent for Public Art Commissions Donated to the City,8055,"Windermere Avenue and Gardiner Expressway, Windermere Underpass","Revington, Dereck",BlueGold Variations, ,None,Existing,bluegold1.jpg,https://www.toronto.ca/ext/pln/publicart/bluegold1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/bluegold1.jpg,A photo of the bridge underpass light up in the colour blue. ,4,Parkdale-High Park,TBD,"BlueGold Variations consists of LED floodlights along the upper retaining walls of the Windermere Avenue underpass. The underpass is illuminated daily from dusk until dawn, whose frequency and intensity are activated by readings of a wind sensor along the Gardiner Exressway.  In the early evening, the underpass walls are projected in gold and as the night advances they turn to blue, returning to gold in the early morning. These wave projections will intensify or decrease in frequency in synchronicity with the wind velocity by responding to a wind sensor stationed along the Gardiner Expressway.",None,None,None,landscape,https://publicartconsulting.ca/#nxt-condominiums-tbd,External website,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.468972, 43.636156]]}"
395,Percent for Public Art - Private Developer Program,97100,"222 Bremner Boulevard, Metropolitan Toronto Convention Centre",FastwÃ¼rms,Woodpecker Column,"Bronze, Fiberglass, Colour Gels",None,Existing,WoodPeckerColumn4.jpg,https://www.toronto.ca/ext/pln/publicart/WoodPeckerColumn4.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/WoodPeckerColumn4.jpg,Image of artwork: Woodpecker Column,10,Spadina-Fort York,1997,None,None,Metropolitan Toronto Convention Centre,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.384946, 43.642842]]}"
396,Percent for Public Art - Private Developer Program,12056,"20 Bruyeres Mews, The Yards at Fort York","Hannah, Adad",Yard Stones,Shotcrete and cast pigmented concrete over steel frame,None,Existing,YardStones.jpg,https://www.toronto.ca/ext/pln/publicart/YardStones.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/YardStones.jpg,Image of artwork: Yard Stones,10,Spadina-Fort York,2016,None,None,The Onni Group of Companies,None,landscape,https://adadhannah.com/2015-yardstones,External website,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.40058, 43.63751]]}"
397,Percent for Public Art - Private Developer Program,None,1 The Esplanade,"Drever, Dean",Eagle V.1,None,None,Existing,EagleV1.jpg,https://www.toronto.ca/ext/pln/publicart/EagleV1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/EagleV1.jpg,Image of artwork: Eagle V.1,10,Spadina-Fort York,2017,"In researching the site and surrounding area, I came upon documentation of a ceramic pot and bird effigy circa 1300-50 made by the Iroquois who lived on the land during that time period. It caused me think about how, throughout the ages, we have always looked to animals as a way of knowing who we are in relation to other beings, and also to the land we inhabit. Because the site of the Esplanade is historically associated with movement and travel, I immediately thought of the eagle as a symbol of both, and at the same time, representative of past, present, and future relationships to our environment. The period in which the ceramic pot and effigy was created most likely demonstrated a relationship to the spirit of the bird, in a time when people lived much closer to the land and the animals with whom they shared it. My endeavour when creating this sculpture is to do the same - I want to invite connection to the spirit of the animal, and also point to our changing relationship with the earth and wild animals. For the Iroquois, the eagle is said to be a messenger to the creator. It is a protector of peace, while also on the look out for danger. Similarly, in Haida culture, the eagle is believed to be a messenger, and to have the closest relationship to the creator. Because he can fly so high, he is able to travel between the physical world and the spirit world. The eagle sends messages and prayers to the creator. The eagle is one of the two main Haida crests, and it is one of my totems. It symbolizes great strength, prestige, leadership, and also, peace. In many First Nationâs cultures, the eagle feather plays an important role in culture and ceremony. An eagle feather is worn by people who have earned the privilege, as they are often bestowed for acts of courage and wisdom. Eagle feathers represent the strength and ability to speak honestly from the heart, without hurt or anger. In the sculpture that I present to you, the bird looks down upon the viewer as if to assert dominance and presence, and also to show off his power and beauty. At the same time, he offers his energy and spirit to anyone who will allow the connection and relationship into their consciousness. In our urbanity, we build structures to live and work in, and they have transformed the environment in such a way to reflect how our society is organized, but this does not mean that the spirit of animals and the connections we have to them, somehow go away. That relationship is still here and is available to anyone whenever they choose to connect with it. In fact, it is probably more relevant than ever to remember our connections to the earth and the animals, and open up to what they have to teach us. Perhaps we offer ourselves to the eagle as a prayer that he takes up with him to the creator.",None,Ferncastle Incorporated,None,portrait,https://www.deandreverstudio.com/,External website,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.37614328, 43.6456952]]}"
398,Percent for Public Art Commissions Donated to the City,8054,"131 McMahon Drive, Ethennonnhawahstihnen Park, Concord Park Place",Demakersvan,Maple Leaf Trellis,None,None,Existing,MapleLeafTrellis.jpg,https://www.toronto.ca/ext/pln/publicart/MapleLeafTrellis.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/MapleLeafTrellis.jpg,Image of artwork: Maple Leaf Trellis,17,Don Valley North,2019,None,None,Concord Adex Development Corporation ,None,landscape,https://vimeo.com/460001969 ,External video,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.37117174, 43.76773544]]}"
399,Percent for Public Art Commissions Donated to the City,8054,"131 McMahon Drive, Ethennonnhawahstihnen Park, Concord Park Place",Demakersvan,Maple Leaf Fence,None,None,Existing,MapleLeafFence.jpg,https://www.toronto.ca/ext/pln/publicart/MapleLeafFence.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/MapleLeafFence.jpg,Image of artwork: Maple Leaf Fence,17,Don Valley North,2019,None,None,Concord Adex Development Corporation ,None,landscape,https://vimeo.com/460001969 ,External video,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.37117174, 43.76773544]]}"
400,Percent for Public Art Commissions Donated to the City,8054,"131 McMahon Drive, Ethennonnhawahstihnen Park, Concord Park Place","Belmore, Michael",Ebb and Flow,None,None,Existing,EbbAndFlow.jpg,https://www.toronto.ca/ext/pln/publicart/EbbAndFlow.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/EbbAndFlow.jpg,Image of artwork: Ebb and Flow,17,Don Valley North,2019,None,None,Concord Adex Development Corporation ,None,landscape,https://vimeo.com/455876021,External video,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.37117174, 43.76773544]]}"
401,Percent for Public Art Commissions Donated to the City,8054,"131 McMahon Drive, Ethennonnhawahstihnen Park, Concord Park Place","Kimiis inc., Studio",Droplet,None,None,Existing,Droplet.jpg,https://www.toronto.ca/ext/pln/publicart/Droplet.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Droplet.jpg,Image of artwork: Droplet,17,Don Valley North,2019,None,None,Concord Adex Development Corporation ,None,landscape,https://vimeo.com/455829827,External video,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.37117174, 43.76773544]]}"
402,Percent for Public Art - Private Developer Program,8054,"131 McMahon Drive, Ethennonnhawahstihnen Park, Concord Park Place","Lum, Ken",A Scholars Rock Cut In Half To Reveal A Map Of Lake Ontario,None,None,Existing,CrackedIce.jpg,https://www.toronto.ca/ext/pln/publicart/CrackedIce.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/CrackedIce.jpg,Image of artwork: A Scholars Rock Cut In Half To Reveal A Map Of Lake Ontario,17,Don Valley North,2019,None,None,Concord Adex Development Corporation ,None,portrait,https://vimeo.com/458675876 ,External video,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.37117174, 43.76773544]]}"
403,Percent for Public Art Commissions Donated to the City,8054,"131 McMahon Drive, Ethennonnhawahstihnen Park, Concord Park Place","Te Liu, An",Tropos,None,None,Existing,Tropos.jpg,https://www.toronto.ca/ext/pln/publicart/Tropos.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Tropos.jpg,Image of artwork: Tropos,17,Don Valley North,2019,None,None,Concord Adex Development Corporation ,None,portrait,https://vimeo.com/455880181,External video,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.37117174, 43.76773544]]}"
404,Percent for Public Art - Private Developer Program,14006,219 Queen Street West,Realities United,Monocle,None,None,Existing,monocle.jpg,https://www.toronto.ca/ext/pln/publicart/monocle.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/monocle.jpg,Image of artwork: Monocle,10,Spadina-Fort York,2019,"The kinetic installation is a homage to French film director Jacques Tati (1907?1982) and his movie classic 'Mon Oncle' (1958), a choreographed comedy about man's confusion and adaption in the age of early modernism. Monocle"" creates a playful catalyst to reflect on our struggles to live up to the ideal of a modern urban lifestyle, on the nature of technological advance, on the notion of surveillance and the relationship between private and public space""  Artist's Statement",None,Queen Simcoe Incorporated ,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.38789529, 43.65033452]]}"
405,Percent for Public Art - Private Developer Program,14007,"10 York Street, Ten York Condos","Meckseper, Josephine",Sundial,None,None,Existing,Sundial_York.jpg,https://www.toronto.ca/ext/pln/publicart/Sundial_York.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Sundial_York.jpg,Image of artwork: Sundial,10,Spadina-Fort York,2019,"This multi component, architecturally integrated artwork recognizes the unique opportunity to activate the streetscape through the creation of an urban vitrine which presents a city sized display case directly adjacent to the street. Through the three story glazed space of the lobby, interior is projected to exterior such that the entire artwork is presented as a multi-?plane composition. ""The immersive artwork transforms the glass box lobby into a living vitrine - an ecosystem of complex and meaningful social, object, and atmospheric relationships. Elements of the artwork evoke planetary constellations and surface structures, abstracted and realized in industrial materials referencing consumer, household objects."" - Josephine Meckseper",None,The Residences of Ten York Inc.,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.38095818, 43.64122508]]}"
406,Percent for Public Art - Private Developer Program,None,"101 St. Clair Avenue West, One O One Condos","Balkenhol, Stephan",Condo Man,None,None,Existing,CondoMan.jpg,https://www.toronto.ca/ext/pln/publicart/CondoMan.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/CondoMan.jpg,Image of artwork: Condo Man,12,Toronto-St. Paul's,2019,None,None,Camrost Felcorp Inc.,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.39916663, 43.68632912]]}"
407,Percent for Public Art - Private Developer Program,14004,83 Peter Street,"Pernu, Jaakko",Climate Change,None,None,Existing,ClimateChange.jpg,https://www.toronto.ca/ext/pln/publicart/ClimateChange.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/ClimateChange.jpg,Image of artwork: Climate Change,10,Spadina-Fort York,2018,None,None,Menkes Developments Limited,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.39239743, 43.64694408]]}"
408,Percent for Public Art - Private Developer Program,13007,51 East Liberty Street,"Mabry, Nathan",The Nostalgia of the Infinite (Le Taureau),None,None,Existing,Nostalgia_of_the_Infinite.jpg,https://www.toronto.ca/ext/pln/publicart/Nostalgia_of_the_Infinite.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Nostalgia_of_the_Infinite.jpg,Image of artwork: The Nostalgia of the Infinite (Le Taureau),10,Spadina-Fort York,2017,"A once a large metal monument and oversized abstraction of a bull, reminiscent of petroglyphs, historical outdoor public art and the drawings of Picasso. Assisting in becoming a truly surreal object, there are various cast birds painted in the same color at rest on the sculpture. The birds elicit ideas of technology and nature while playfully acknowledging public arts exposure to the elements. The sculpture stands in a regal position at the site. There is an overall celebratory aspect, almost flora quality. The historical aspects of King Liberty Village being a former industrial center is engaged by this work with the large metal construction being held together with exposed hardware, gussets and buttresses.",None,CanAlfa Group,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.412333, 43.638983]]}"
409,Public Art & Monuments Collection - City-Owned,535,"519 Church Street, Barbara Hall Park","Fahn, Patrick",Aids Memorial,"concrete, stainless steel plaques",Sculpture,Existing,AIDSmemorial1.jpg,https://www.toronto.ca/ext/pln/publicart/AIDSmemorial1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/AIDSmemorial1.jpg,Pathway winds along garden bed flanked by concrete pillars bearing metal plaques engraved with names of those who succumbed to AIDS.,13,Toronto Centre,1991,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.380552, 43.666726]]}"
410,Public Art & Monuments Collection - City-Owned,523,Queens Park Circle North,"Dam de Nogales, Edwin / Veronica",Al Purdy,bronze,Sculpture,Existing,alpurdy.jpg,https://www.toronto.ca/ext/pln/publicart/alpurdy.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/alpurdy.jpg,Image of artwork: Al Purdy,11,University-Rosedale,2008,"One of Canada's most beloved poets was honoured with the unveiling of a statue in his likeness at an historic ceremony at Queen's Park. This is only the second full-length statue of a Canadian poet in Toronto. Mayor David Miller spoke to the crowd about the man who was often described as Canada's national poet. ""Al Purdy is one of Canada's greatest poets,"" said Toronto Mayor David Miller. ""This statue, donated to the people of Toronto by the friends of the Poet Laureate and placed in a prominent location in Queen's Park, is a fitting tribute to a person who enriched the lives of so many Canadians.""",None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.39182, 43.665317]]}"
411,Public Art & Monuments Collection - City-Owned,501,"Wales Avenue and Augusta Avenue, Bellevue Park","Abernethy, Ruth",Al Waxman,bronze,Sculpture,Existing,alwaxman.jpg,https://www.toronto.ca/ext/pln/publicart/alwaxman.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/alwaxman.jpg,Image of artwork: Al Waxman,10,Spadina-Fort York,2002,"The Al Waxman Memorial honours the life of Al Waxman, stage, film and television actor and director and one of Toronto's best known, most devoted ambassadors. He was an Adjunct Professor at York University, a recipient of the Queen's Silver Jubilee Medal, a member of the Order of Ontario and a member of the Order of Canada.",None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.401113, 43.652271]]}"
412,Public Art & Monuments Collection - City-Owned,596,Danforth Avenue and Logan Avenue,"Zachariou, Dion",Alexander the Great,bronze,Sculpture,Existing,alexanderthegreat.jpg,https://www.toronto.ca/ext/pln/publicart/alexanderthegreat.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/alexanderthegreat.jpg,Image of artwork: Alexander the Great,14,Toronto-Danforth,1990,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.349666, 43.677967]]}"
413,Public Art & Monuments Collection - City-Owned,566,Church Street and Alexander Street,"Newbigging, Del",Alexander Wood,"bronze, granite",Sculpture,Existing,alexanderwood.jpg,https://www.toronto.ca/ext/pln/publicart/alexanderwood.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/alexanderwood.jpg,Image of artwork: Alexander Wood,13,Toronto Centre,2005,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.380097, 43.663678]]}"
