_id,Source,Source_ID,Location,Artist,Title,Medium,ArtForm,Status,ImageName,ImageURL,ThumbURL,ImageAltText,WARD,WARD_FULLNAME,YEAR_INSTALLED,Description,OwnedBy,CommissionedBy,PublicArtConsultant,ImageOrientation,ExternalLink,ExternalLinkText,geometry
107,Public Art & Monuments Collection - City-Owned,12,"Queen Street West and Bay Street, Old City Hall Square","Ferguson, W.M. / Pomphrey, T.C.","Cenotaph, Toronto",masonry,None,Existing,cenotaph.jpg,https://www.toronto.ca/ext/pln/publicart/cenotaph.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/cenotaph.jpg,"Image of artwork: Cenotaph, Toronto",10,Spadina-Fort York,1924,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.38171825, 43.65189377]]}"
108,Public Art & Monuments Collection - City-Owned,28,Weston Rd and Little Avenue Little Avenue Memorial Park (North End),"Shaw, Tiny","Cenotaph, Weston","masonry, bronze",None,Existing,westoncenotaph.jpg,https://www.toronto.ca/ext/pln/publicart/westoncenotaph.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/westoncenotaph.jpg,"Image of artwork: Cenotaph, Weston",5,York South-Weston,1959,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.51940479, 43.70103877]]}"
109,Public Art & Monuments Collection - City-Owned,198,2700 Eglinton Avenue West,"Smith Monuments, W.H.","Cenotaph, York",masonry,None,Existing,cenotaphyork.jpg,https://www.toronto.ca/ext/pln/publicart/cenotaphyork.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/cenotaphyork.jpg,"Image of artwork: Cenotaph, York",5,York South-Weston,TBD,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.47841238, 43.68988424]]}"
110,Public Art & Monuments Collection - City-Owned,91,Blue Jays Way and Navy Wharf Court,"Garnet, Eldon  /   Lebouthillier, Francis",Chinese Railroad Workers Memorial,"bronze, wood, hemp rope",None,Existing,chineserailway.jpg,https://www.toronto.ca/ext/pln/publicart/chineserailway.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/chineserailway.jpg,Image of artwork: Chinese Railroad Workers Memorial,10,Spadina-Fort York,1989,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.39190442, 43.64164425]]}"
111,Public Art & Monuments Collection - City-Owned,8,Lee Avenue and Queen Street East,"Klein, Maurice / Florence, Kyle / Cage, F.M.",Dr. William D. Young Memorial,"masonry, bronze",None,Existing,drwilliamyoung.jpg,https://www.toronto.ca/ext/pln/publicart/drwilliamyoung.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/drwilliamyoung.jpg,Image of artwork: Dr. William D. Young Memorial,19,Beaches - East York,1920,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.297956, 43.669777]]}"
112,Public Art & Monuments Collection - City-Owned,24,850 Coxwell Avenue East York Civic Centre,"Smith Monuments, W.H.",East York Cenotaph,masonry,None,Existing,EastYorkCenotaph.jpg,https://www.toronto.ca/ext/pln/publicart/EastYorkCenotaph.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/EastYorkCenotaph.jpg,Image of artwork: East York Cenotaph,14,Toronto-Danforth,1948,"The East York Cenotaph commemorates the sacrifices made by Canadian Peacekeepers. Since 1948, almost 125,000 Canadians have participated in United Nation Peacekeeping Missions. This is unsurpassed by any nation. To date, 120 Canadians have lost their lives while on peacekeeping missions.",None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.32790263, 43.69098772]]}"
113,Public Art & Monuments Collection - City-Owned,215,"Queen Street East and Carroll Street, Joel Weeks Park","Barkhouse, Mary-Anne / Belmore, Michael",Echo,"Bronze, Masonry",None,Existing,echo1.jpg,https://www.toronto.ca/ext/pln/publicart/echo1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/echo1.jpg,Large concete acorn on pink marble plinth with four bronze squirrels in worshipful postures directed towards the nut,14,Toronto-Danforth,2014,None,None,Cresford Developments,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.35295785, 43.65943259]]}"
114,Public Art & Monuments Collection - City-Owned,219,Etobicoke Civic Center,Unknown,Etobicoke Cenotaph,"limestone, with clock face, metal cross and plaque",None,Existing,etobicokecenotaph.jpg,https://www.toronto.ca/ext/pln/publicart/etobicokecenotaph.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/etobicokecenotaph.jpg,Image of artwork: Etobicoke Cenotaph,2,Etobicoke-Centre,1968,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.56545608, 43.6437806]]}"
115,Public Art & Monuments Collection - City-Owned,210,"Dundas Street East and Sumach Street, Regent Park","Bergeron, Dan",Faces of Regent Park,"glass, steel, concrete",None,Existing,facesregentpark.jpg,https://www.toronto.ca/ext/pln/publicart/facesregentpark.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/facesregentpark.jpg,Image of artwork: Faces of Regent Park,13,Toronto Centre,2015,"This permanent public artwork was commissioned by the City of Toronto. The twelve photo-based, mixed-media portraits depict residents from the newly revitalized neighbourhood, which has been transformed from a strictly social housing only neighbourhood, to a mixed use development with an even split of social housing and market rate units. The six double-sided laminated glass panels are each nine feet high by six feet wide and two-and-a-half inches thick and weigh 2000 pounds.  Aesthetically the work combines the familiarity of the human face with the distressed surfaces of aged architecture and infrastructure found in the urban environment. The graffiti tags have been meticulously rendered from actual markings found in the neighbourhood and act as representational signifiers of human presence on our streets, while the patterned effects symbolize the energy of human movement that give our cities their kinetic life. The vibrant and contrasting colours found within the backgrounds create a juxtaposition that helps to frame the black and white portraits, while simultaneously presenting the notion that we all stem from the same colourful tree.  The twelve subjects were not easy to pick. As a cross section, they represent everyone who has, does or will live in Regent Park. Their faces are the welcome home to residents, the hello to local and international visitors to the neighbourhood, and the ever-present gatekeepers who will keep watch over Regent Park and remind us that it is through our differences that we gain strength and through our personal relationships that we create community.",None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.36048736, 43.66067289]]}"
116,Public Art & Monuments Collection - City-Owned,217,Maple Claire Park,"Thorpe, Josh",Flag Field,"steel, fabric ",None,Existing,FlagField.jpg,https://www.toronto.ca/ext/pln/publicart/FlagField.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/FlagField.jpg,"Grassy field surrounded by suburban homes features 13 white flag poles flying fanciful flags with a variety of colours, shapes and images",5,York South-Weston,2016,"Arranged in two clusters, Flag Field consists of 14 flags on flag poles, ranging from 8 to 15 metres high, which  display stylized graphic drawings of abstract patterns, animals and landscape elements.",None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.473017, 43.67245]]}"
117,Public Art & Monuments Collection - City-Owned,3,Canadian National Exhibition Grounds,Unknown,Fort Rouille Monument,masonry,None,Existing,fortrouille.jpg,https://www.toronto.ca/ext/pln/publicart/fortrouille.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/fortrouille.jpg,Image of artwork: Fort Rouille Monument,10,Spadina-Fort York,1878,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.423548, 43.630766]]}"
118,Public Art & Monuments Collection - City-Owned,11,Avenue Road and Queens Park,"Wilson Halenby, Eric / Mathers, Alvan",Forty Eighth Highlanders Regimental Memorial,"masonry, bronze",None,Existing,48thhighlanders.jpg,https://www.toronto.ca/ext/pln/publicart/48thhighlanders.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/48thhighlanders.jpg,Image of artwork: Forty Eighth Highlanders Regimental Memorial,11,University-Rosedale,1923,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.392955, 43.665845]]}"
119,Public Art & Monuments Collection - City-Owned,33,"Burnhamthorpe Road and The West Mall, Old Etobicoke City Hall","Gladstone, Gerald",Galaxy,aluminum,None,Existing,galaxy.jpg,https://www.toronto.ca/ext/pln/publicart/galaxy.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/galaxy.jpg,Image of artwork: Galaxy,2,Etobicoke-Centre,1964,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.56725019, 43.64455295]]}"
120,Public Art & Monuments Collection - City-Owned,216,Bayview Avenue and Front Street East,Hadley + Maxwell,Garden of Future Follies,bronze,None,Existing,gardenfuturefollies.jpg,https://www.toronto.ca/ext/pln/publicart/gardenfuturefollies.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/gardenfuturefollies.jpg,A plaza with light and dark stone pavers sports fanciful carved columns supporting a reclining figure and a variety of animal figures,10,Spadina-Fort York,2016,"Hadley+Maxwell's first permanent public artwork brings the past to life by fragmenting and rearranging parts of monuments, sculptures and architecture from all over the City of Toronto. Based on the idea of the folly - a fanciful and purely decorative structure popular in 18th and 19th century romantic gardens and landscapes-this project reimagines a 'garden of follies' incorporating elements from monuments that are normally high above the street and physically out of reach, bringing them down to street level where they can be celebrated and enjoyed. The work builds a collection of unusual characters that creates a sense of play, inviting us to explore and interact with our city's history.",None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.353915, 43.653658]]}"
121,Public Art & Monuments Collection - City-Owned,41,High Park,"Koochin, William",The Hippy,masonry,None,Existing,thehippy.jpg,https://www.toronto.ca/ext/pln/publicart/thehippy.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/thehippy.jpg,Image of artwork: The Hippy,4,Parkdale-High Park,1967,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.464137, 43.651304]]}"
122,Public Art & Monuments Collection - City-Owned,2,High Park,"Howard, John G.",Howard Monument,masonry,None,Existing,howardmonument.jpg,https://www.toronto.ca/ext/pln/publicart/howardmonument.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/howardmonument.jpg,Image of artwork: Howard Monument,4,Parkdale-High Park,1873,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.461366, 43.640709]]}"
123,Public Art & Monuments Collection - City-Owned,26,50 Kendal Avenue,"Valdemar Aaltonen, Waino",Jean Sibelius Monument,"bronze, masonry",None,Existing,sibelius.jpg,https://www.toronto.ca/ext/pln/publicart/sibelius.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/sibelius.jpg,Image of artwork: Jean Sibelius Monument,11,University-Rosedale,1959,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.40908347, 43.67115792]]}"
124,Public Art & Monuments Collection - City-Owned,214,"150 Greenwood Avenue, Greenwood Park","Abernethy, Ruth",Jeffrey Baldwin Memorial Statue,bronze,None,Existing,jeffrey_baldwin.jpg,https://www.toronto.ca/ext/pln/publicart/jeffrey_baldwin.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/jeffrey_baldwin.jpg,Image of artwork: Jeffrey Baldwin Memorial Statue,14,Toronto-Danforth,2016,"This work was conceived as a way to recognize the life of Jeffrey Baldwin, a young boy who lived close to Greenwood Park and who passed away under tragic circumstances in 2002.",None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.329014, 43.669638]]}"
125,Public Art & Monuments Collection - City-Owned,69,Spadina Subway Station,"Tribe, Gitxsan",K'san Village House Posts,wood,None,Existing,houseposts.jpg,https://www.toronto.ca/ext/pln/publicart/houseposts.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/houseposts.jpg,Image of artwork: K'san Village House Posts,11,University-Rosedale,1979,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.403585, 43.667364]]}"
126,Public Art & Monuments Collection - City-Owned,22,Lake Shore Boulevard West and Windermere Avenue,"Loring  / W.I. Somerville / Florence Wyle, Frances",Lion Monument,masonry,None,Existing,lionmonument.jpg,https://www.toronto.ca/ext/pln/publicart/lionmonument.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/lionmonument.jpg,Image of artwork: Lion Monument,4,Parkdale-High Park,1939,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.47035, 43.633192]]}"
127,Public Art & Monuments Collection - City-Owned,196,Long Branch Avenue and Park Boulevard,Unknown,Long Branch Cenotaph,masonry,None,Existing,longbranchcenotaph.jpg,https://www.toronto.ca/ext/pln/publicart/longbranchcenotaph.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/longbranchcenotaph.jpg,Image of artwork: Long Branch Cenotaph,3,Etobicoke-Lakeshore,TBD,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.53232144, 43.5905111]]}"
128,Public Art & Monuments Collection - City-Owned,205,Prince Edward Viaduct,"Revington, Dereck",Luminous Veil,lighting,None,Existing,luminousveil.jpg,https://www.toronto.ca/ext/pln/publicart/luminousveil.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/luminousveil.jpg,Image of artwork: Luminous Veil,11,University-Rosedale,2015,"The Luminous Veil, which is part of the safety barrier on top of the bridge, was installed on the Prince Edward Viaduct in 2003 following a national design competition. Dereck Revington's design had two intentions:to help prevent suicides and to establish the viaduct as a public work of art for the city through a unique lighting concept. The lighting installation uses an LED control system to process real-time data from a weather sensor located on top of the Luminous Veil. This sensor triggers changes to the light, rhythm and tone of the light display in response to wind direction and velocity as well as ambient temperature.",None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.36473963, 43.67506768]]}"
129,Public Art & Monuments Collection - City-Owned,20,"82 Bond Street, Mackenzie House","G.W. Hahn, Jeffrey",Mackenzie Panels,masonry,None,Existing,mackenziepanels.jpg,https://www.toronto.ca/ext/pln/publicart/mackenziepanels.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/mackenziepanels.jpg,Image of artwork: Mackenzie Panels,13,Toronto Centre,1938,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.37845439, 43.65568055]]}"
130,Public Art & Monuments Collection - City-Owned,34,"Canadian National Exhibition Grounds, Better Living Building","Price, Arthur",Man Above Matter,bronze,None,Existing,manabovematter.jpg,https://www.toronto.ca/ext/pln/publicart/manabovematter.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/manabovematter.jpg,Image of artwork: Man Above Matter,10,Spadina-Fort York,1965,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.421335, 43.632045]]}"
131,Public Art & Monuments Collection - City-Owned,38,High Park,"Couzijn, Wessel",Mid Summer's Night Dream,"masonry, plated steel",None,Existing,midsummersnight.jpg,https://www.toronto.ca/ext/pln/publicart/midsummersnight.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/midsummersnight.jpg,Image of artwork: Mid Summer's Night Dream,4,Parkdale-High Park,1967,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.462581, 43.650949]]}"
132,Public Art & Monuments Collection - City-Owned,197,"Lake Shore Boulevard West and Queens Avenue West, Vimy Ridge Parkette",Unknown,Mimico War Memorial,masonry bronze,None,Existing,mimicomemorial.jpg,https://www.toronto.ca/ext/pln/publicart/mimicomemorial.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/mimicomemorial.jpg,"Approaching view of three-meter, grey stone cross flanked by grass, trees and park benches ",3,Etobicoke-Lakeshore,1930,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.490434, 43.61049]]}"
133,Public Art & Monuments Collection - City-Owned,37,580 Finch Avenue West,"Baird, Ron",Monument to the Second Century,painted steel,None,Existing,secondcentury.jpg,https://www.toronto.ca/ext/pln/publicart/secondcentury.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/secondcentury.jpg,Image of artwork: Monument to the Second Century,6,York Centre,1967,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.450052, 43.77335669]]}"
134,Public Art & Monuments Collection - City-Owned,200,"Mill Street and Bayview Avenue, Corktown Common","Di Suvero, Mark",No Shoes,painted steel,None,Existing,NoShoes.jpg,https://www.toronto.ca/ext/pln/publicart/NoShoes.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/NoShoes.jpg,Image of artwork: No Shoes,13,Toronto Centre,1967,"No Shoes was commissioned for the International Sculpture Symposium in Toronto in 1967. In 1967, di Suvero was a rising star in the international art scene. He was part of a group of artists invited to participate in the Toronto International Sculpture Symposium - an event held to celebrate Canada's centennial. He created two sculptures in High Park: No Shoes, situated by the woods at the bottom of a hill and the towering Flower Power, which rested at the top of the same hill. After a lengthy restoration overseen by di Suvero himself, No Shoes was installed in Corktown Common in June 2013.",None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.35306848, 43.65286147]]}"
135,Public Art & Monuments Collection - City-Owned,44,High Park,"Schottlander, Bernard",November's Pyramid,painted steel,None,Existing,novemberpyramid.jpg,https://www.toronto.ca/ext/pln/publicart/novemberpyramid.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/novemberpyramid.jpg,Image of artwork: November's Pyramid,4,Parkdale-High Park,1967,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.461547, 43.651149]]}"
136,Public Art & Monuments Collection - City-Owned,202,Weston Road and Dennis Avenue,"Giroux, Christian /  Young, Daniel",Nyctophilia,"lighting, steel",None,Existing,nyctophilia1.jpg,https://www.toronto.ca/ext/pln/publicart/nyctophilia1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/nyctophilia1.jpg,"Public artwork consisting of 10 grouped utility poles with 36 attached street lights jutting out in different directions, fitted with different coloured light bulbs.",5,York South-Weston,2014,"Nyctophilia creates a public space on a neglected city corner, using part of the language of our basic infrastructure: street lamps. Speaking to Toronto's chaotic landscape of overhead electrical wires and dense concentration of services, this project uses concrete hydro poles and 36 computer controlled, multi-colour LED street lamps to create a cloud of illumination. With over 20 distinct randomized lighting programs, the work assumes a different personality each night, redefining the character of the street corner through colour.  The artists named it Nyctophilia, which refers to a love of the night.  Composed of a series of hydro poles, the art work resembles a grove of illuminated street lights, evoking the area's industrial heritage and natural environment.",None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.48567142, 43.68508223]]}"
137,Public Art & Monuments Collection - City-Owned,27,Canadian National Exhibition Grounds,"Satok, Ron",The Painter's Eye,glass,None,Existing,painterseye.jpg,https://www.toronto.ca/ext/pln/publicart/painterseye.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/painterseye.jpg,Image of artwork: The Painter's Eye,10,Spadina-Fort York,1959,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.42134, 43.632082]]}"
138,Public Art & Monuments Collection - City-Owned,213,"Nathan Phillips Square, City Hall","Lum, Ken",Peace Through Valour,bronze,None,Existing,peacethroughvalour.jpg,https://www.toronto.ca/ext/pln/publicart/peacethroughvalour.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/peacethroughvalour.jpg,Image of artwork: Peace Through Valour,10,Spadina-Fort York,2016,"This monument honours the Canadian soldiers who fought in the Italian Campaign in WWII. The Peace Through Valour Monument presents the 3D printed bronze topographical map of the town of Ortona, where Canadian soldiers fought the fiercest battle in the Italian Campaign, and achieved one of the greatest victories in WWII. Ortona was a beautiful medieval town on the Adriatic Sea that was reduced to ruin upon the conclusion of the campaign. The renowned Canadian artist Charles Comfort made several paintings of the destroyed Ortona, and it is from these paintings that the artist Ken Lum drew his inspiration and ideas. At each of the four corners of the map a bronze statue of a Canadian soldier stands in vigil, as if contemplating the cost of freedom regained in war. The Peace Through Valour Monument was donated to the City of Toronto by Villa Charities and the Italian Community.",None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.384975, 43.653604]]}"
139,Public Art & Monuments Collection - City-Owned,207,Mill Street and Bayview Avenue,"Anholt, Jill",Peeled Pavement,concrete,None,Existing,peeledpavement1.jpg,https://www.toronto.ca/ext/pln/publicart/peeledpavement1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/peeledpavement1.jpg,Image of artwork: Peeled Pavement,10,Spadina-Fort York,2015,"Peeled Pavement, created by Vancouver-based artist Jill Anholt in collaboration with The Planning Partnership, consists of four bronze and cast-glass elements. Located in the West Don Lands beside the Distillery District, the work punctuates the side walk, revealing an underside of industrial artifacts lit from below. Linking this rich and complex industrial history to the renewal of life and growth envisioned for the community of the future, Peeled Pavement captures the energies of the working city.",None,None,None,landscape,https://www.jillanholt.ca/Peeled-Pavement,External website,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.353228, 43.652777]]}"
140,Public Art & Monuments Collection - City-Owned,16,Avenue Road and St. Clair Avenue West,Sir George James Frampton,Peter Pan Statue,bronze,None,Existing,peterpan1.jpg,https://www.toronto.ca/ext/pln/publicart/peterpan1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/peterpan1.jpg,Polished bronze statue of a boy standing on an elaborate plinth featuring a variety of human and animal forms,12,Toronto-St. Paul's,1929,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.402074370383, 43.6868399388125]]}"
141,Public Art & Monuments Collection - City-Owned,132,Spadina Avenue and Sussex Avenue,"Cruise, Stephen",Places in a Book,bronze,None,Existing,placesinabook.jpg,https://www.toronto.ca/ext/pln/publicart/placesinabook.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/placesinabook.jpg,Image of artwork: Places in a Book,11,University-Rosedale,1997,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.40274048, 43.66465692]]}"
142,Public Art & Monuments Collection - City-Owned,14,Canadian National Exhibition Grounds,"Chapman, Alfred",Princes' Gates,masonry,None,Existing,princesgate.jpg,https://www.toronto.ca/ext/pln/publicart/princesgate.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/princesgate.jpg,Image of artwork: Princes' Gates,10,Spadina-Fort York,1927,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.409524, 43.634695]]}"
143,Public Art & Monuments Collection - City-Owned,25,University Avenue and College Street,"Hahn, Emanuel",R.H. Saunders Memorial,aluminum masonry,None,Existing,rhsaunders.jpg,https://www.toronto.ca/ext/pln/publicart/rhsaunders.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/rhsaunders.jpg,Image of artwork: R.H. Saunders Memorial,11,University-Rosedale,1956,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.390351, 43.659593]]}"
144,Public Art & Monuments Collection - City-Owned,4,"Carlton Street and Jarvis Street, Allan Gardens","Watson Stevenson, David",Robert Burns Memorial,"bronze, masonry",None,Existing,robert_burns.jpg,https://www.toronto.ca/ext/pln/publicart/robert_burns.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/robert_burns.jpg,Image of artwork: Robert Burns Memorial,13,Toronto Centre,1902,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.37671694, 43.66241886]]}"
145,Public Art & Monuments Collection - City-Owned,7,High Park,Unknown,Rotary Fountain,masonry,None,Existing,rotaryfountain.jpg,https://www.toronto.ca/ext/pln/publicart/rotaryfountain.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/rotaryfountain.jpg,Image of artwork: Rotary Fountain,4,Parkdale-High Park,1912,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.466482, 43.651358]]}"
146,Public Art & Monuments Collection - City-Owned,9,Kingston Road and Danforth Avenue,Unknown,Scarborough War Memorial,"masonry, bronze",None,Existing,scarboroughwar.jpg,https://www.toronto.ca/ext/pln/publicart/scarboroughwar.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/scarboroughwar.jpg,Image of artwork: Scarborough War Memorial,20,Scarborough Southwest,1921,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.25386979, 43.70210367]]}"
147,Public Art & Monuments Collection - City-Owned,31,Lawrence Avenue East and Markham Road,Unknown,Secor Cairn,masonry,None,Existing,secorcairn.jpg,https://www.toronto.ca/ext/pln/publicart/secorcairn.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/secorcairn.jpg,Image of artwork: Secor Cairn,24,Scarborough-Guildwood,1960,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.222647, 43.754822]]}"
148,Public Art & Monuments Collection - City-Owned,18,"Exhibition Place, Canadian National Exhibition Grounds","Keck, Charles",Shrine Peace Memorial,"bronze, masonry",None,Existing,shrine_peace.jpg,https://www.toronto.ca/ext/pln/publicart/shrine_peace.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/shrine_peace.jpg,"Larger-than-life bronze sculpture of a female angel with large wings holding long narrow laurel leaves, perched on a sphere surrounded by a stylized, circular concrete bench",10,Spadina-Fort York,1930,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.422227, 43.630815]]}"
149,Public Art & Monuments Collection - City-Owned,19,University Avenue and Queen Street,"Hahn, Emanuel",Sir Adam Beck,"bronze, masonry",None,Existing,adambeck1.jpg,https://www.toronto.ca/ext/pln/publicart/adambeck1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/adambeck1.jpg,"Memorial in honour of the founder of Ontario Hydro, Sir Adam Beck, features a tiered stone base and backdrop for a bronze statue of Beck, flanked by trees and University Avenue",10,Spadina-Fort York,1933,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.38662863, 43.65085285]]}"
150,Public Art & Monuments Collection - City-Owned,206,Sumach Street and Eastern Ave,"Eunson, Scott / Lovink, Marianne",Site Specific,"steel, concrete",None,Existing,sitespecific1.jpg,https://www.toronto.ca/ext/pln/publicart/sitespecific1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/sitespecific1.jpg,"Two men walk alongside a raised retaining wall topped with elaborate steel cutouts depicting local buildings and industry, cutouts are tierd in grey and rusted corten steel, daytime view.",13,Toronto Centre,2015,"Site Specific, by Toronto- and Philidelphia-based artist team Scott Eunson and Marianne Lovink, uses the 40 metre long linear site to portray, in abstract pattern and form, a deep history of human existence in the immediate area, with an expanded focus on the era of Thornton and Lucie Blackburn, whose home was on the site of the adjacent Inglenook Secondary School. The artists worked with historian Karolyn Smart Frost and the students of the school in the making of the artwork and a related student exhibition. Site Specific brings visual poetry about the human stories that make a place.",None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.35783316, 43.65428883]]}"
151,Public Art & Monuments Collection - City-Owned,10,University Avenue and Elm Street,"Adamson, Charles",Sons of England War Memorial,"bronze, masonry",None,Existing,sonsofengland.jpg,https://www.toronto.ca/ext/pln/publicart/sonsofengland.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/sonsofengland.jpg,Image of artwork: Sons of England War Memorial,11,University-Rosedale,1923,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.38896783, 43.65634795]]}"
152,Public Art & Monuments Collection - City-Owned,6,University Avenue and Queen Street,"Seymour Allward , Walter",South African War Memorial,"bronze, masonry",None,Existing,southafrican1.jpg,https://www.toronto.ca/ext/pln/publicart/southafrican1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/southafrican1.jpg,"Monumental stone obelisk topped by a bronze, winged angel holding a gold crown; at the base sit a trio of figures, a woman and two soldiers",10,Spadina-Fort York,1910,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.38662863, 43.65085285]]}"
